movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count,on_streaming_year,in_theaters_year
The Black Pirate,NR,Classics,1926-08-03,1999-12-10,122.0,Fresh,100.0,11.0,67.0,1413.0,1999,1926.0
Black Rain,R,Action & Adventure,,1999-02-16,125.0,Rotten,52.0,21.0,55.0,27767.0,1999,
Black Rain,R,Drama,,1999-02-16,125.0,Rotten,52.0,21.0,55.0,27767.0,1999,
Black Rain,R,Mystery & Suspense,,1999-02-16,125.0,Rotten,52.0,21.0,55.0,27767.0,1999,
Black Sunday,R,Action & Adventure,1977-11-03,2003-10-14,165.0,Fresh,69.0,26.0,64.0,3896.0,2003,1977.0
Black Sunday,R,Drama,1977-11-03,2003-10-14,165.0,Fresh,69.0,26.0,64.0,3896.0,2003,1977.0
Black Sunday,R,Horror,1977-11-03,2003-10-14,165.0,Fresh,69.0,26.0,64.0,3896.0,2003,1977.0
Black Sunday,R,Mystery & Suspense,1977-11-03,2003-10-14,165.0,Fresh,69.0,26.0,64.0,3896.0,2003,1977.0
Black Widow,R,Drama,1987-06-02,2004-03-02,102.0,Rotten,48.0,21.0,40.0,3798.0,2004,1987.0
Black Widow,R,Mystery & Suspense,1987-06-02,2004-03-02,102.0,Rotten,48.0,21.0,40.0,3798.0,2004,1987.0
Blackmail,NR,Classics,1929-06-10,2004-12-10,86.0,Fresh,86.0,21.0,65.0,4717.0,2004,1929.0
Blackmail,NR,Drama,1929-06-10,2004-12-10,86.0,Fresh,86.0,21.0,65.0,4717.0,2004,1929.0
Blackmail,NR,Mystery & Suspense,1929-06-10,2004-12-10,86.0,Fresh,86.0,21.0,65.0,4717.0,2004,1929.0
Blind Date,PG-13,Comedy,1987-03-27,2002-05-02,95.0,Rotten,21.0,24.0,43.0,18531.0,2002,1987.0
Blind Date,PG-13,Drama,1987-03-27,2002-05-02,95.0,Rotten,21.0,24.0,43.0,18531.0,2002,1987.0
Blood and Sand,NR,Classics,1941-05-22,2007-01-05,123.0,Fresh,100.0,9.0,67.0,634.0,2007,1941.0
Blood and Sand,NR,Drama,1941-05-22,2007-01-05,123.0,Fresh,100.0,9.0,67.0,634.0,2007,1941.0
Blood and Sand,NR,Romance,1941-05-22,2007-01-05,123.0,Fresh,100.0,9.0,67.0,634.0,2007,1941.0
Blood Feast,NR,Classics,1963-01-01,2000-02-22,70.0,Rotten,38.0,13.0,45.0,6237.0,2000,1963.0
Blood Feast,NR,Horror,1963-01-01,2000-02-22,70.0,Rotten,38.0,13.0,45.0,6237.0,2000,1963.0
Der Blaue Engel (The Blue Angel),NR,Art House & International,1930-01-04,2001-11-13,103.0,Certified Fresh,95.0,44.0,87.0,5687.0,2001,1930.0
Der Blaue Engel (The Blue Angel),NR,Classics,1930-01-04,2001-11-13,103.0,Certified Fresh,95.0,44.0,87.0,5687.0,2001,1930.0
Der Blaue Engel (The Blue Angel),NR,Drama,1930-01-04,2001-11-13,103.0,Certified Fresh,95.0,44.0,87.0,5687.0,2001,1930.0
Der Blaue Engel (The Blue Angel),NR,Musical & Performing Arts,1930-01-04,2001-11-13,103.0,Certified Fresh,95.0,44.0,87.0,5687.0,2001,1930.0
Bluebeard,G,Classics,1944-11-11,2004-06-29,73.0,Fresh,100.0,12.0,38.0,798.0,2004,1944.0
Bluebeard,G,Drama,1944-11-11,2004-06-29,73.0,Fresh,100.0,12.0,38.0,798.0,2004,1944.0
Bluebeard,G,Horror,1944-11-11,2004-06-29,73.0,Fresh,100.0,12.0,38.0,798.0,2004,1944.0
Bluebeard,G,Mystery & Suspense,1944-11-11,2004-06-29,73.0,Fresh,100.0,12.0,38.0,798.0,2004,1944.0
The Border,R,Action & Adventure,1982-01-29,2004-11-05,117.0,Fresh,80.0,10.0,53.0,3283.0,2004,1982.0
The Border,R,Drama,1982-01-29,2004-11-05,117.0,Fresh,80.0,10.0,53.0,3283.0,2004,1982.0
The Border,R,Mystery & Suspense,1982-01-29,2004-11-05,117.0,Fresh,80.0,10.0,53.0,3283.0,2004,1982.0
Born Yesterday,NR,Classics,1950-12-26,2000-02-15,103.0,Fresh,95.0,22.0,86.0,4771.0,2000,1950.0
Born Yesterday,NR,Comedy,1950-12-26,2000-02-15,103.0,Fresh,95.0,22.0,86.0,4771.0,2000,1950.0
Born Yesterday,NR,Drama,1950-12-26,2000-02-15,103.0,Fresh,95.0,22.0,86.0,4771.0,2000,1950.0
The Boston Strangler,R,Classics,1968-10-16,2004-07-09,120.0,Fresh,86.0,14.0,49.0,431.0,2004,1968.0
The Boston Strangler,R,Drama,1968-10-16,2004-07-09,120.0,Fresh,86.0,14.0,49.0,431.0,2004,1968.0
The Boston Strangler,R,Mystery & Suspense,1968-10-16,2004-07-09,120.0,Fresh,86.0,14.0,49.0,431.0,2004,1968.0
The Bounty,PG,Action & Adventure,1984-04-05,2000-11-21,130.0,Fresh,78.0,18.0,72.0,10323.0,2000,1984.0
The Bounty,PG,Drama,1984-04-05,2000-11-21,130.0,Fresh,78.0,18.0,72.0,10323.0,2000,1984.0
The Boys from Brazil,R,Action & Adventure,1978-05-10,1999-12-14,130.0,Fresh,69.0,32.0,67.0,7672.0,1999,1978.0
The Boys from Brazil,R,Drama,1978-05-10,1999-12-14,130.0,Fresh,69.0,32.0,67.0,7672.0,1999,1978.0
The Boys from Brazil,R,Mystery & Suspense,1978-05-10,1999-12-14,130.0,Fresh,69.0,32.0,67.0,7672.0,1999,1978.0
Brainstorm,PG,Mystery & Suspense,1983-09-30,2000-08-22,106.0,Rotten,59.0,17.0,55.0,6871.0,2000,1983.0
Brainstorm,PG,Science Fiction & Fantasy,1983-09-30,2000-08-22,106.0,Rotten,59.0,17.0,55.0,6871.0,2000,1983.0
Breakout,PG,Action & Adventure,,2002-02-04,96.0,Rotten,33.0,9.0,42.0,1946.0,2002,
Brewster's Millions,PG,Comedy,1985-05-22,1998-12-05,102.0,Rotten,36.0,22.0,55.0,38491.0,1998,1985.0
Brian's Song,G,Classics,1970-01-05,2000-08-08,73.0,Fresh,85.0,13.0,82.0,9095.0,2000,1970.0
Brian's Song,G,Drama,1970-01-05,2000-08-08,73.0,Fresh,85.0,13.0,82.0,9095.0,2000,1970.0
Brian's Song,G,Television,1970-01-05,2000-08-08,73.0,Fresh,85.0,13.0,82.0,9095.0,2000,1970.0
Brief Encounter,NR,Classics,1945-11-26,2004-07-09,86.0,Certified Fresh,91.0,43.0,91.0,11139.0,2004,1945.0
Brief Encounter,NR,Drama,1945-11-26,2004-07-09,86.0,Certified Fresh,91.0,43.0,91.0,11139.0,2004,1945.0
Brief Encounter,NR,Romance,1945-11-26,2004-07-09,86.0,Certified Fresh,91.0,43.0,91.0,11139.0,2004,1945.0
Broken Arrow,G,Action & Adventure,1950-07-21,2007-05-22,93.0,Fresh,89.0,9.0,70.0,1021.0,2007,1950.0
Broken Arrow,G,Classics,1950-07-21,2007-05-22,93.0,Fresh,89.0,9.0,70.0,1021.0,2007,1950.0
Broken Arrow,G,Drama,1950-07-21,2007-05-22,93.0,Fresh,89.0,9.0,70.0,1021.0,2007,1950.0
Broken Arrow,G,Western,1950-07-21,2007-05-22,93.0,Fresh,89.0,9.0,70.0,1021.0,2007,1950.0
Broken Arrow,G,Romance,1950-07-21,2007-05-22,93.0,Fresh,89.0,9.0,70.0,1021.0,2007,1950.0
Broken Blossoms,NR,Classics,2019-05-13,1999-11-05,102.0,Fresh,95.0,22.0,71.0,3798.0,1999,2019.0
Broken Blossoms,NR,Drama,2019-05-13,1999-11-05,102.0,Fresh,95.0,22.0,71.0,3798.0,1999,2019.0
Broken Blossoms,NR,Romance,2019-05-13,1999-11-05,102.0,Fresh,95.0,22.0,71.0,3798.0,1999,2019.0
The Brotherhood,PG-13,Action & Adventure,1968-01-01,2002-05-14,96.0,Fresh,75.0,8.0,25.0,1013.0,2002,1968.0
The Brotherhood,PG-13,Classics,1968-01-01,2002-05-14,96.0,Fresh,75.0,8.0,25.0,1013.0,2002,1968.0
The Brotherhood,PG-13,Drama,1968-01-01,2002-05-14,96.0,Fresh,75.0,8.0,25.0,1013.0,2002,1968.0
Bug,PG,Classics,1975-01-06,2004-09-14,99.0,Rotten,29.0,7.0,25.0,1995.0,2004,1975.0
Bug,PG,Horror,1975-01-06,2004-09-14,99.0,Rotten,29.0,7.0,25.0,1995.0,2004,1975.0
Bug,PG,Mystery & Suspense,1975-01-06,2004-09-14,99.0,Rotten,29.0,7.0,25.0,1995.0,2004,1975.0
Bug,PG,Science Fiction & Fantasy,1975-01-06,2004-09-14,99.0,Rotten,29.0,7.0,25.0,1995.0,2004,1975.0
Burglar,R,Comedy,1987-03-20,1999-03-30,103.0,Rotten,27.0,11.0,40.0,6727.0,1999,1987.0
Burglar,R,Drama,1987-03-20,1999-03-30,103.0,Rotten,27.0,11.0,40.0,6727.0,1999,1987.0
Bus Stop,G,Comedy,1956-01-01,2002-05-14,96.0,Fresh,79.0,14.0,62.0,7925.0,2002,1956.0
Bus Stop,G,Drama,1956-01-01,2002-05-14,96.0,Fresh,79.0,14.0,62.0,7925.0,2002,1956.0
Bus Stop,G,Romance,1956-01-01,2002-05-14,96.0,Fresh,79.0,14.0,62.0,7925.0,2002,1956.0
Butch Cassidy and the Sundance Kid,PG,Action & Adventure,1969-10-24,2000-05-16,110.0,Certified Fresh,90.0,49.0,92.0,71088.0,2000,1969.0
Butch Cassidy and the Sundance Kid,PG,Classics,1969-10-24,2000-05-16,110.0,Certified Fresh,90.0,49.0,92.0,71088.0,2000,1969.0
Butch Cassidy and the Sundance Kid,PG,Western,1969-10-24,2000-05-16,110.0,Certified Fresh,90.0,49.0,92.0,71088.0,2000,1969.0
Bye Bye Birdie,G,Classics,1963-04-04,1999-07-20,112.0,Fresh,89.0,28.0,66.0,10164.0,1999,1963.0
Bye Bye Birdie,G,Comedy,1963-04-04,1999-07-20,112.0,Fresh,89.0,28.0,66.0,10164.0,1999,1963.0
Bye Bye Birdie,G,Kids & Family,1963-04-04,1999-07-20,112.0,Fresh,89.0,28.0,66.0,10164.0,1999,1963.0
Bye Bye Birdie,G,Musical & Performing Arts,1963-04-04,1999-07-20,112.0,Fresh,89.0,28.0,66.0,10164.0,1999,1963.0
Calamity Jane,G,Classics,1953-04-11,2002-04-30,101.0,Fresh,75.0,20.0,88.0,20683.0,2002,1953.0
Calamity Jane,G,Comedy,1953-04-11,2002-04-30,101.0,Fresh,75.0,20.0,88.0,20683.0,2002,1953.0
Calamity Jane,G,Musical & Performing Arts,1953-04-11,2002-04-30,101.0,Fresh,75.0,20.0,88.0,20683.0,2002,1953.0
Calamity Jane,G,Western,1953-04-11,2002-04-30,101.0,Fresh,75.0,20.0,88.0,20683.0,2002,1953.0
Calamity Jane,G,Romance,1953-04-11,2002-04-30,101.0,Fresh,75.0,20.0,88.0,20683.0,2002,1953.0
Camelot,G,Action & Adventure,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Classics,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Comedy,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Drama,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Musical & Performing Arts,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Science Fiction & Fantasy,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camelot,G,Romance,1967-10-25,2007-01-05,179.0,Rotten,44.0,16.0,70.0,8339.0,2007,1967.0
Camille,NR,Classics,1936-01-01,2005-06-09,108.0,Fresh,92.0,13.0,84.0,4344.0,2005,1936.0
Camille,NR,Drama,1936-01-01,2005-06-09,108.0,Fresh,92.0,13.0,84.0,4344.0,2005,1936.0
Camille,NR,Romance,1936-01-01,2005-06-09,108.0,Fresh,92.0,13.0,84.0,4344.0,2005,1936.0
Cape Fear,NR,Classics,1962-04-18,2001-09-18,106.0,Fresh,100.0,20.0,86.0,17709.0,2001,1962.0
Cape Fear,NR,Drama,1962-04-18,2001-09-18,106.0,Fresh,100.0,20.0,86.0,17709.0,2001,1962.0
Cape Fear,NR,Mystery & Suspense,1962-04-18,2001-09-18,106.0,Fresh,100.0,20.0,86.0,17709.0,2001,1962.0
Captain Blood,NR,Action & Adventure,1935-12-28,2005-04-19,119.0,Fresh,100.0,25.0,89.0,8179.0,2005,1935.0
Captain Blood,NR,Classics,1935-12-28,2005-04-19,119.0,Fresh,100.0,25.0,89.0,8179.0,2005,1935.0
Captains Courageous,PG,Action & Adventure,1937-06-25,2006-01-31,106.0,Fresh,94.0,16.0,89.0,3801.0,2006,1937.0
Captains Courageous,PG,Classics,1937-06-25,2006-01-31,106.0,Fresh,94.0,16.0,89.0,3801.0,2006,1937.0
Carnival of Souls,R,Classics,1962-09-26,2000-05-16,80.0,Fresh,86.0,35.0,73.0,9427.0,2000,1962.0
Carnival of Souls,R,Comedy,1962-09-26,2000-05-16,80.0,Fresh,86.0,35.0,73.0,9427.0,2000,1962.0
Carnival of Souls,R,Horror,1962-09-26,2000-05-16,80.0,Fresh,86.0,35.0,73.0,9427.0,2000,1962.0
Carnival of Souls,R,Mystery & Suspense,1962-09-26,2000-05-16,80.0,Fresh,86.0,35.0,73.0,9427.0,2000,1962.0
Carrie,R,Horror,1976-11-16,1998-09-29,98.0,Certified Fresh,92.0,66.0,77.0,352882.0,1998,1976.0
Casablanca,PG,Classics,1942-11-26,2000-02-15,102.0,Certified Fresh,98.0,83.0,95.0,357186.0,2000,1942.0
Casablanca,PG,Drama,1942-11-26,2000-02-15,102.0,Certified Fresh,98.0,83.0,95.0,357186.0,2000,1942.0
Casablanca,PG,Romance,1942-11-26,2000-02-15,102.0,Certified Fresh,98.0,83.0,95.0,357186.0,2000,1942.0
Casino Royale,G,Action & Adventure,1967-04-27,2002-10-15,150.0,Rotten,26.0,38.0,35.0,33148.0,2002,1967.0
Casino Royale,G,Classics,1967-04-27,2002-10-15,150.0,Rotten,26.0,38.0,35.0,33148.0,2002,1967.0
Casino Royale,G,Comedy,1967-04-27,2002-10-15,150.0,Rotten,26.0,38.0,35.0,33148.0,2002,1967.0
The Cat and the Canary,NR,Classics,1927-09-09,1998-11-13,70.0,Fresh,94.0,16.0,74.0,1153.0,1998,1927.0
The Cat and the Canary,NR,Horror,1927-09-09,1998-11-13,70.0,Fresh,94.0,16.0,74.0,1153.0,1998,1927.0
The Cat and the Canary,NR,Mystery & Suspense,1927-09-09,1998-11-13,70.0,Fresh,94.0,16.0,74.0,1153.0,1998,1927.0
Cat on a Hot Tin Roof,PG,Classics,1958-09-20,1997-09-23,108.0,Fresh,97.0,35.0,92.0,31721.0,1997,1958.0
Cat on a Hot Tin Roof,PG,Drama,1958-09-20,1997-09-23,108.0,Fresh,97.0,35.0,92.0,31721.0,1997,1958.0
Cat People,R,Drama,1942-06-12,2016-09-20,73.0,Certified Fresh,93.0,46.0,73.0,7763.0,2016,1942.0
Cat People,R,Horror,1942-06-12,2016-09-20,73.0,Certified Fresh,93.0,46.0,73.0,7763.0,2016,1942.0
Cat People,R,Romance,1942-06-12,2016-09-20,73.0,Certified Fresh,93.0,46.0,73.0,7763.0,2016,1942.0
Cat People,R,Drama,1982-02-04,2000-10-10,119.0,Fresh,61.0,46.0,45.0,10326.0,2000,1982.0
Cat People,R,Horror,1982-02-04,2000-10-10,119.0,Fresh,61.0,46.0,45.0,10326.0,2000,1982.0
Cat People,R,Mystery & Suspense,1982-02-04,2000-10-10,119.0,Fresh,61.0,46.0,45.0,10326.0,2000,1982.0
Caught,NR,Classics,1949-01-01,2014-08-07,90.0,Fresh,100.0,8.0,78.0,515.0,2014,1949.0
Caught,NR,Drama,1949-01-01,2014-08-07,90.0,Fresh,100.0,8.0,78.0,515.0,2014,1949.0
Caught,NR,Mystery & Suspense,1949-01-01,2014-08-07,90.0,Fresh,100.0,8.0,78.0,515.0,2014,1949.0
The Champ,PG,Drama,1979-03-20,2002-09-07,123.0,Rotten,38.0,21.0,82.0,7698.0,2002,1979.0
The Champ,PG,Sports & Fitness,1979-03-20,2002-09-07,123.0,Rotten,38.0,21.0,82.0,7698.0,2002,1979.0
Champion,NR,Classics,1949-01-01,2013-04-22,99.0,Fresh,93.0,14.0,74.0,731.0,2013,1949.0
Champion,NR,Drama,1949-01-01,2013-04-22,99.0,Fresh,93.0,14.0,74.0,731.0,2013,1949.0
Charade,G,Classics,1963-05-12,1997-10-14,115.0,Fresh,95.0,39.0,92.0,42791.0,1997,1963.0
Charade,G,Comedy,1963-05-12,1997-10-14,115.0,Fresh,95.0,39.0,92.0,42791.0,1997,1963.0
Charade,G,Drama,1963-05-12,1997-10-14,115.0,Fresh,95.0,39.0,92.0,42791.0,1997,1963.0
Charade,G,Mystery & Suspense,1963-05-12,1997-10-14,115.0,Fresh,95.0,39.0,92.0,42791.0,1997,1963.0
Charlotte's Web,G,Animation,1973-02-22,2001-06-19,93.0,Fresh,76.0,21.0,67.0,227161.0,2001,1973.0
Charlotte's Web,G,Kids & Family,1973-02-22,2001-06-19,93.0,Fresh,76.0,21.0,67.0,227161.0,2001,1973.0
The Chase,NR,Classics,1966-02-17,2004-02-24,135.0,Fresh,83.0,6.0,74.0,2767.0,2004,1966.0
The Chase,NR,Drama,1966-02-17,2004-02-24,135.0,Fresh,83.0,6.0,74.0,2767.0,2004,1966.0
Checking Out,R,Comedy,1989-04-21,2003-02-12,95.0,Rotten,20.0,5.0,18.0,129.0,2003,1989.0
Children of the Corn,R,Cult Movies,1984-01-01,2001-10-04,93.0,Rotten,36.0,25.0,40.0,84908.0,2001,1984.0
Children of the Corn,R,Horror,1984-01-01,2001-10-04,93.0,Rotten,36.0,25.0,40.0,84908.0,2001,1984.0
Children of the Corn,R,Mystery & Suspense,1984-01-01,2001-10-04,93.0,Rotten,36.0,25.0,40.0,84908.0,2001,1984.0
The Chosen,PG,Drama,1981-01-08,2003-02-09,108.0,Fresh,75.0,12.0,79.0,893.0,2003,1981.0
A Christmas Carol,G,Classics,1938-12-16,2005-08-11,99.0,Fresh,100.0,12.0,74.0,56563.0,2005,1938.0
A Christmas Carol,G,Drama,1938-12-16,2005-08-11,99.0,Fresh,100.0,12.0,74.0,56563.0,2005,1938.0
A Christmas Carol,G,Kids & Family,1938-12-16,2005-08-11,99.0,Fresh,100.0,12.0,74.0,56563.0,2005,1938.0
A Christmas Carol,G,Science Fiction & Fantasy,1938-12-16,2005-08-11,99.0,Fresh,100.0,12.0,74.0,56563.0,2005,1938.0
Christmas in Connecticut,G,Classics,1945-01-01,2005-08-11,101.0,Fresh,88.0,17.0,75.0,3721.0,2005,1945.0
Christmas in Connecticut,G,Comedy,1945-01-01,2005-08-11,101.0,Fresh,88.0,17.0,75.0,3721.0,2005,1945.0
A Christmas Story,PG,Comedy,1983-11-18,1999-09-28,93.0,Certified Fresh,89.0,57.0,88.0,285689.0,1999,1983.0
A Christmas Story,PG,Drama,1983-11-18,1999-09-28,93.0,Certified Fresh,89.0,57.0,88.0,285689.0,1999,1983.0
A Christmas Story,PG,Kids & Family,1983-11-18,1999-09-28,93.0,Certified Fresh,89.0,57.0,88.0,285689.0,1999,1983.0
Cimarron,NR,Classics,1931-01-26,2006-01-31,130.0,Rotten,55.0,20.0,25.0,1496.0,2006,1931.0
Cimarron,NR,Drama,1931-01-26,2006-01-31,130.0,Rotten,55.0,20.0,25.0,1496.0,2006,1931.0
Cimarron,NR,Western,1931-01-26,2006-01-31,130.0,Rotten,55.0,20.0,25.0,1496.0,2006,1931.0
Cleopatra,G,Classics,1963-12-06,2001-03-04,246.0,Fresh,61.0,36.0,69.0,20517.0,2001,1963.0
Cleopatra,G,Drama,1963-12-06,2001-03-04,246.0,Fresh,61.0,36.0,69.0,20517.0,2001,1963.0
College,NR,Classics,1927-10-09,2001-11-20,88.0,Fresh,89.0,18.0,73.0,2353.0,2001,1927.0
College,NR,Comedy,1927-10-09,2001-11-20,88.0,Fresh,89.0,18.0,73.0,2353.0,2001,1927.0
College,NR,Romance,1927-10-09,2001-11-20,88.0,Fresh,89.0,18.0,73.0,2353.0,2001,1927.0
Colors,R,Action & Adventure,1988-04-15,2001-02-10,120.0,Fresh,81.0,32.0,72.0,28428.0,2001,1988.0
Colors,R,Drama,1988-04-15,2001-02-10,120.0,Fresh,81.0,32.0,72.0,28428.0,2001,1988.0
Coma,PG,Action & Adventure,1978-06-01,2008-01-29,113.0,Fresh,80.0,25.0,66.0,7678.0,2008,1978.0
Coma,PG,Mystery & Suspense,1978-06-01,2008-01-29,113.0,Fresh,80.0,25.0,66.0,7678.0,2008,1978.0
Commando,R,Action & Adventure,1985-04-10,2001-12-18,90.0,Fresh,70.0,33.0,67.0,138087.0,2001,1985.0
Convoy,PG,Action & Adventure,1978-06-28,2003-01-07,106.0,Rotten,43.0,14.0,73.0,9457.0,2003,1978.0
Convoy,PG,Drama,1978-06-28,2003-01-07,106.0,Rotten,43.0,14.0,73.0,9457.0,2003,1978.0
Countdown,NR,Action & Adventure,1968-01-02,2009-03-23,101.0,Fresh,80.0,5.0,28.0,251.0,2009,1968.0
Countdown,NR,Documentary,1968-01-02,2009-03-23,101.0,Fresh,80.0,5.0,28.0,251.0,2009,1968.0
Countdown,NR,Drama,1968-01-02,2009-03-23,101.0,Fresh,80.0,5.0,28.0,251.0,2009,1968.0
Countdown,NR,Mystery & Suspense,1968-01-02,2009-03-23,101.0,Fresh,80.0,5.0,28.0,251.0,2009,1968.0
Countdown,NR,Science Fiction & Fantasy,1968-01-02,2009-03-23,101.0,Fresh,80.0,5.0,28.0,251.0,2009,1968.0
The Country Girl,NR,Classics,1954-12-15,2004-08-31,104.0,Fresh,86.0,7.0,78.0,3102.0,2004,1954.0
The Country Girl,NR,Drama,1954-12-15,2004-08-31,104.0,Fresh,86.0,7.0,78.0,3102.0,2004,1954.0
Cover Girl,NR,Classics,1944-03-30,2003-08-19,107.0,Fresh,95.0,19.0,70.0,3764.0,2003,1944.0
Cover Girl,NR,Comedy,1944-03-30,2003-08-19,107.0,Fresh,95.0,19.0,70.0,3764.0,2003,1944.0
Cover Girl,NR,Musical & Performing Arts,1944-03-30,2003-08-19,107.0,Fresh,95.0,19.0,70.0,3764.0,2003,1944.0
Cover Girl,NR,Romance,1944-03-30,2003-08-19,107.0,Fresh,95.0,19.0,70.0,3764.0,2003,1944.0
Creature from the Black Lagoon,G,Classics,1954-05-03,2001-08-28,79.0,Fresh,85.0,33.0,73.0,23562.0,2001,1954.0
Creature from the Black Lagoon,G,Cult Movies,1954-05-03,2001-08-28,79.0,Fresh,85.0,33.0,73.0,23562.0,2001,1954.0
Creature from the Black Lagoon,G,Horror,1954-05-03,2001-08-28,79.0,Fresh,85.0,33.0,73.0,23562.0,2001,1954.0
Creature from the Black Lagoon,G,Science Fiction & Fantasy,1954-05-03,2001-08-28,79.0,Fresh,85.0,33.0,73.0,23562.0,2001,1954.0
Crossroads,R,Drama,1986-03-14,2004-10-08,99.0,Fresh,73.0,15.0,82.0,10484.0,2004,1986.0
Cutting Class,R,Comedy,1989-01-07,2006-06-20,91.0,Rotten,25.0,8.0,22.0,3792.0,2006,1989.0
Cutting Class,R,Drama,1989-01-07,2006-06-20,91.0,Rotten,25.0,8.0,22.0,3792.0,2006,1989.0
Cutting Class,R,Horror,1989-01-07,2006-06-20,91.0,Rotten,25.0,8.0,22.0,3792.0,2006,1989.0
Damn Yankees,NR,Classics,1958-09-26,2004-12-10,110.0,Fresh,76.0,17.0,70.0,2827.0,2004,1958.0
Damn Yankees,NR,Comedy,1958-09-26,2004-12-10,110.0,Fresh,76.0,17.0,70.0,2827.0,2004,1958.0
Damn Yankees,NR,Drama,1958-09-26,2004-12-10,110.0,Fresh,76.0,17.0,70.0,2827.0,2004,1958.0
Damn Yankees,NR,Musical & Performing Arts,1958-09-26,2004-12-10,110.0,Fresh,76.0,17.0,70.0,2827.0,2004,1958.0
Damn Yankees,NR,Science Fiction & Fantasy,1958-09-26,2004-12-10,110.0,Fresh,76.0,17.0,70.0,2827.0,2004,1958.0
Dangerous,G,Classics,1935-01-01,2012-03-22,72.0,Fresh,80.0,5.0,61.0,689.0,2012,1935.0
Dangerous,G,Drama,1935-01-01,2012-03-22,72.0,Fresh,80.0,5.0,61.0,689.0,2012,1935.0
Dangerous Liaisons,R,Drama,1988-01-01,2001-01-05,120.0,Fresh,93.0,30.0,83.0,46530.0,2001,1988.0
The Dark Mirror,NR,Drama,1946-10-18,2006-05-16,85.0,Fresh,67.0,6.0,57.0,316.0,2006,1946.0
The Dark Mirror,NR,Mystery & Suspense,1946-10-18,2006-05-16,85.0,Fresh,67.0,6.0,57.0,316.0,2006,1946.0
Darling,NR,Art House & International,1965-01-01,2003-02-12,124.0,Fresh,69.0,13.0,71.0,2180.0,2003,1965.0
Darling,NR,Classics,1965-01-01,2003-02-12,124.0,Fresh,69.0,13.0,71.0,2180.0,2003,1965.0
Darling,NR,Comedy,1965-01-01,2003-02-12,124.0,Fresh,69.0,13.0,71.0,2180.0,2003,1965.0
Darling,NR,Drama,1965-01-01,2003-02-12,124.0,Fresh,69.0,13.0,71.0,2180.0,2003,1965.0
Darling,NR,Romance,1965-01-01,2003-02-12,124.0,Fresh,69.0,13.0,71.0,2180.0,2003,1965.0
Day of the Dead,NR,Horror,1985-03-07,1998-10-11,96.0,Fresh,83.0,36.0,75.0,64488.0,1998,1985.0
The Day the Earth Stood Still,G,Classics,1951-01-01,2003-04-03,92.0,Certified Fresh,95.0,55.0,87.0,34226.0,2003,1951.0
The Day the Earth Stood Still,G,Drama,1951-01-01,2003-04-03,92.0,Certified Fresh,95.0,55.0,87.0,34226.0,2003,1951.0
The Day the Earth Stood Still,G,Science Fiction & Fantasy,1951-01-01,2003-04-03,92.0,Certified Fresh,95.0,55.0,87.0,34226.0,2003,1951.0
Days of Wine and Roses,NR,Classics,1962-12-26,2004-06-01,138.0,Fresh,100.0,10.0,89.0,2546.0,2004,1962.0
Days of Wine and Roses,NR,Drama,1962-12-26,2004-06-01,138.0,Fresh,100.0,10.0,89.0,2546.0,2004,1962.0
Dead Heat,R,Action & Adventure,1988-06-05,2011-09-20,97.0,Rotten,11.0,9.0,49.0,6194.0,2011,1988.0
Dead Heat,R,Comedy,1988-06-05,2011-09-20,97.0,Rotten,11.0,9.0,49.0,6194.0,2011,1988.0
Dead Heat,R,Horror,1988-06-05,2011-09-20,97.0,Rotten,11.0,9.0,49.0,6194.0,2011,1988.0
Dead Heat,R,Mystery & Suspense,1988-06-05,2011-09-20,97.0,Rotten,11.0,9.0,49.0,6194.0,2011,1988.0
Dead Reckoning,NR,Classics,1947-01-01,2003-01-14,100.0,Fresh,67.0,6.0,67.0,2002.0,2003,1947.0
Dead Reckoning,NR,Drama,1947-01-01,2003-01-14,100.0,Fresh,67.0,6.0,67.0,2002.0,2003,1947.0
Dead Reckoning,NR,Mystery & Suspense,1947-01-01,2003-01-14,100.0,Fresh,67.0,6.0,67.0,2002.0,2003,1947.0
Death in Venice,PG,Drama,1971-01-03,2004-02-17,130.0,Fresh,67.0,21.0,81.0,6399.0,2004,1971.0
Death of a Salesman,PG,Drama,1985-09-15,2003-01-28,135.0,Fresh,100.0,8.0,75.0,4583.0,2003,1985.0
Death of a Salesman,PG,Television,1985-09-15,2003-01-28,135.0,Fresh,100.0,8.0,75.0,4583.0,2003,1985.0
Dèmoni (Demons),R,Art House & International,1985-04-10,2014-11-11,89.0,Fresh,60.0,10.0,65.0,10378.0,2014,1985.0
