movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Havoc,R,Drama,10-16-05,11-29-05,85,Rotten,45,11,36,15176
Hawking,PG,"Documentary, Special Interest",09-13-13,11-24-14,86,Fresh,85,27,73,377
Häxan (Häxan: Witchcraft Through the Ages) (The Witches),NR,Horror,03-27-29,10-16-01,74,Fresh,88,17,81,4370
Haywire,R,"Action , Adventure, Drama, Mystery , Suspense",01-20-12,01-05-12,93,Certified Fresh,80,190,41,43252
He Got Game,R,Drama,01-05-98,10-11-98,138,Certified Fresh,81,62,83,44430
He Knows You're Alone,R,Horror,12-31-80,05-10-04,94,Rotten,22,9,31,2193
"He Loves Me, He Loves Me Not",PG-13,"Art House , International, Comedy, Drama, Mystery , Suspense",03-27-02,12-08-03,96,Fresh,71,72,84,23038
He Named Me Malala,PG-13,Documentary,02-10-15,12-15-15,87,Fresh,72,133,72,6703
"He Said, She Said",PG-13,"Comedy, Drama, Romance",02-22-91,10-23-01,115,Rotten,33,15,34,7864
He Walked by Night,NR,"Classics, Drama, Mystery , Suspense",11-24-48,02-12-03,80,Fresh,86,7,61,457
He Was a Quiet Man,NR,"Art House , International, Comedy, Drama",11-30-07,01-15-08,95,Fresh,80,20,62,19917
Head Above Water,PG-13,"Art House , International, Comedy, Drama, Mystery , Suspense",01-06-96,01-06-04,92,Rotten,40,15,44,3094
Head Count,NR,"Horror, Mystery , Suspense, Science Fiction , Fantasy",06-14-19,06-14-19,90,Fresh,63,16,46,106
Head of State,PG-13,Comedy,03-28-03,12-08-03,95,Rotten,30,119,47,55868
Head On,NR,"Art House , International, Drama",08-13-99,03-10-00,104,Fresh,63,24,69,2679
Headhunters,R,"Action , Adventure, Art House , International, Mystery , Suspense",04-27-12,08-28-12,101,Certified Fresh,93,99,85,25066
Headshot,NR,"Art House , International, Mystery , Suspense, Special Interest",09-28-12,02-10-12,105,Fresh,69,13,48,1278
Headshot,NR,"Action , Adventure, Art House , International, Drama, Mystery , Suspense",03-03-17,06-13-17,117,Fresh,72,47,57,1599
Headspace,R,"Documentary, Horror, Musical , Performing Arts",01-01-05,12-09-06,89,Rotten,50,8,20,1217
Heal the Living (Réparer les vivants),NR,"Art House , International, Drama",04-14-17,08-29-17,104,Certified Fresh,92,59,69,364
Hear My Song,R,"Comedy, Drama",12-27-91,06-08-92,104,Fresh,90,29,79,623
Hear No Evil,R,"Mystery , Suspense",03-26-93,07-09-04,98,Rotten,11,9,36,2453
Hearing Is Believing,NR,Documentary,06-16-17,06-20-17,104,Fresh,60,5,92,34
Heart of Glass (Herz aus Glas),NR,"Art House , International, Drama, Special Interest",12-17-76,06-08-02,93,Fresh,91,11,72,3115
Heart Condition,R,"Comedy, Science Fiction , Fantasy",02-02-90,09-11-04,95,Rotten,0,8,34,4693
The Heart Is a Lonely Hunter,PG,"Classics, Drama",07-31-68,08-01-08,123,Fresh,100,8,86,928
Heart of a Dog,NR,Documentary,10-21-15,06-12-16,75,Certified Fresh,96,90,64,2687
Neil Young: Heart of Gold,PG,"Documentary, Musical , Performing Arts",10-02-06,06-13-06,103,Certified Fresh,90,98,79,92527
"Question humaine, La, (Heartbeat Detector)",NR,"Art House , International, Drama, Mystery , Suspense",12-09-07,04-29-08,140,Fresh,80,25,48,732
Heartbeeps,PG,"Comedy, Science Fiction , Fantasy",12-18-81,09-13-05,79,Rotten,0,5,22,1459
Heartbreak Ridge,R,"Action , Adventure, Drama",05-12-86,01-10-02,130,Fresh,79,19,74,21818
Heartburn,R,"Comedy, Drama, Romance",07-25-86,06-07-04,109,Rotten,50,18,47,5257
Heartless,NR,"Drama, Horror, Science Fiction , Fantasy",11-19-10,12-04-11,114,Fresh,78,40,47,13339
Hearts and Minds,R,Documentary,03-23-75,06-25-02,112,Fresh,89,38,91,3114
Hearts Beat Loud,PG-13,"Comedy, Drama",08-06-18,11-09-18,97,Certified Fresh,91,150,73,1614
Hearts in Atlantis,PG-13,"Drama, Mystery , Suspense",09-28-01,07-27-04,101,Rotten,49,137,64,23492
Hearts of Darkness: A Filmmaker's Apocalypse,R,"Documentary, Special Interest, Television",01-05-91,11-20-07,96,Fresh,100,25,94,9355
Hearts of Fire,R,"Drama, Musical , Performing Arts",,06-24-08,90,Rotten,40,5,35,512
Hearts Of The West (Hollywood Cowboy),PG,"Comedy, Western",08-10-75,07-22-11,102,Fresh,83,6,42,149
Heartstone (Hjartasteinn),NR,Drama,09-29-17,10-10-17,129,Fresh,84,25,76,314
Wild Card,R,"Action , Adventure, Drama, Mystery , Suspense",01-30-15,03-31-15,92,Rotten,31,55,29,7675
Heat and Dust,R,"Drama, Romance",09-15-83,12-12-17,133,Fresh,90,10,56,587
Heathers,R,"Comedy, Cult Movies, Drama",01-06-88,03-30-99,102,Certified Fresh,93,55,83,75282
Heatstroke,NR,"Action , Adventure, Mystery , Suspense",04-07-14,08-26-14,93,Rotten,9,11,20,279
Heaven,R,"Action , Adventure, Art House , International, Drama, Mystery , Suspense, Romance",04-10-02,06-17-03,96,Fresh,74,87,76,9076
Heaven Can Wait,G,"Classics, Comedy, Drama, Science Fiction , Fantasy, Romance",11-08-43,06-14-05,112,Fresh,85,13,76,4371
Heaven Help Us,R,"Comedy, Drama",08-02-85,08-30-05,102,Rotten,40,5,74,3055
Heaven Is for Real,PG,Drama,04-16-14,07-22-14,99,Rotten,49,87,66,59712
Heaven Knows Mr. Allison,NR,"Action , Adventure, Classics, Comedy, Drama",01-01-57,05-20-03,108,Fresh,88,8,81,2730
Heaven Knows What,R,Drama,05-29-15,09-15-15,94,Certified Fresh,87,70,66,3004
Heavenly Creatures,R,"Drama, Science Fiction , Fantasy, Romance",11-16-94,09-24-02,98,Certified Fresh,92,50,83,40070
Heaven's Gate,R,"Action , Adventure, Drama, Western",11-19-80,05-15-01,220,Rotten,57,44,54,5428
Heaven's Prisoners,R,"Drama, Mystery , Suspense",05-17-96,07-10-03,135,Rotten,16,19,31,1909
Heavy,R,Drama,07-06-96,09-21-99,104,Fresh,86,28,69,1687
Heavy Metal 2000,R,"Action , Adventure, Animation, Art House , International, Science Fiction , Fantasy",10-07-00,10-17-00,88,Rotten,10,10,36,11911
Heavy Metal in Baghdad,R,"Documentary, Musical , Performing Arts, Special Interest",05-23-08,10-06-08,92,Fresh,83,24,86,996
Heavy Traffic,R,"Action , Adventure, Animation, Comedy, Drama",01-01-73,05-09-00,76,Fresh,89,18,75,1999
Heavy Trip (Hevi reissu),NR,"Action , Adventure, Art House , International, Comedy, Romance",05-10-18,12-10-18,91,Fresh,93,28,83,266
Heavyweights,PG,"Comedy, Kids , Family",02-17-95,04-03-03,97,Rotten,29,7,77,45395
The Hebrew Hammer,R,"Action , Adventure, Comedy",12-19-03,11-16-04,85,Rotten,50,22,64,7515
Hector And The Search For Happiness,R,Drama,09-19-14,03-02-15,114,Rotten,37,86,61,8148
Hedwig and the Angry Inch,R,"Comedy, Drama, Musical , Performing Arts",01-19-01,11-12-01,91,Certified Fresh,93,111,93,49682
Heidi Fleiss: Hollywood Madam,NR,"Documentary, Special Interest",01-06-95,01-18-00,106,Fresh,75,8,48,1227
Heights,R,Drama,01-24-05,01-11-05,96,Fresh,64,105,74,5485
Heima (Sigur Ros: Heima),NR,"Documentary, Musical , Performing Arts",09-27-07,04-03-08,97,Fresh,90,10,96,4480
Heist,R,"Action , Adventure",11-13-15,12-29-15,90,Rotten,29,28,41,1993
Held Up,PG-13,Comedy,12-05-00,08-29-00,89,Rotten,17,30,42,2682
Helena From The Wedding,NR,Drama,12-11-10,08-03-11,89,Rotten,50,10,25,3376
Heleno,R,"Art House , International, Drama, Special Interest",07-12-12,04-03-13,116,Rotten,42,12,55,212
Heli,NR,Drama,06-13-14,07-21-15,105,Rotten,59,44,62,753
Helicopter Mom,NR,Comedy,04-24-15,05-31-16,80,Rotten,17,6,80,268
Hell & Back,R,"Animation, Comedy",02-10-15,05-01-16,,Rotten,0,5,33,1708
Hell and Back Again,NR,"Action , Adventure, Documentary, Special Interest",05-10-11,01-24-12,88,Fresh,100,30,69,3682
Hell Baby,R,"Comedy, Horror",06-09-13,12-31-13,98,Rotten,29,38,27,4965
Hell Comes to Frogtown,R,"Action , Adventure, Comedy, Science Fiction , Fantasy",01-01-87,11-13-01,88,Fresh,63,8,46,3033
Hell Fest,R,Horror,09-28-18,08-01-19,105,Rotten,42,62,41,781
Hell House,NR,"Documentary, Special Interest, Faith , Spirituality",01-10-02,05-27-03,85,Fresh,94,34,66,3171
Hell Is for Heroes,NR,"Action , Adventure, Classics, Drama",06-26-62,05-22-01,89,Fresh,83,6,75,2032
Hell Night,R,"Horror, Mystery , Suspense",08-28-81,08-24-99,101,Rotten,56,9,45,4926
Hell or High Water,R,"Drama, Mystery , Suspense",12-08-16,11-22-16,102,Certified Fresh,97,274,88,39678
Hell Up in Harlem,R,"Action , Adventure, Classics, Cult Movies",01-01-73,10-16-01,96,Rotten,22,9,50,1645
Hellbenders,R,"Comedy, Horror, Mystery , Suspense",10-18-13,02-18-14,85,Rotten,25,8,21,203
Hellbound?,NR,"Documentary, Special Interest, Faith , Spirituality",09-21-12,08-07-13,85,Fresh,75,8,78,385
Hellbound: Hellraiser II,R,Horror,12-23-88,09-19-00,96,Rotten,54,28,58,47608
Hellboy,PG-13,"Action , Adventure, Horror, Science Fiction , Fantasy",02-04-04,07-27-04,122,Certified Fresh,81,201,66,458858
Hellboy,R,"Action , Adventure, Science Fiction , Fantasy",12-04-19,09-07-19,120,Rotten,17,205,52,4073
Hellboy II: The Golden Army (Hellboy 2),PG-13,"Action , Adventure, Mystery , Suspense, Science Fiction , Fantasy",06-28-08,11-11-08,120,Certified Fresh,86,247,71,822269
Hellion,R,Drama,06-13-14,09-30-14,98,Rotten,59,49,46,2570
Hellions,NR,Horror,09-18-15,02-02-16,80,Rotten,27,30,16,329
Hello Again,PG,"Comedy, Science Fiction , Fantasy",06-11-87,06-04-04,96,Rotten,11,19,50,5899
"Hello, Dolly!",G,"Classics, Comedy, Musical , Performing Arts",12-16-69,08-19-03,146,Rotten,43,30,76,21168
Hello Herman,NR,Drama,11-30-12,10-22-13,90,Rotten,11,9,73,411
Hello I Must Be Going,R,"Comedy, Drama",07-09-12,04-02-13,95,Certified Fresh,75,52,55,2562
Hello Lonesome,PG-13,"Comedy, Drama",05-27-11,05-29-12,91,Fresh,71,14,59,495
Hello Mary Lou: Prom Night II,R,Horror,01-10-87,12-01-99,97,Rotten,36,11,37,7722
"Hello, My Name is Doris",R,Drama,11-03-16,06-14-16,95,Certified Fresh,84,122,76,16090
Hellraiser,R,Horror,09-18-87,03-03-98,94,Fresh,70,44,73,69537
Hellraiser - Bloodline,R,"Horror, Science Fiction , Fantasy",08-03-96,10-10-00,85,Rotten,31,13,37,34972
Hellraiser: Deader,R,Horror,07-06-05,07-06-05,1,Rotten,17,6,26,13618
Hellraiser: Hellseeker,R,Horror,10-15-02,10-22-02,1,Rotten,0,7,33,16445
Hellraiser: Hellworld,R,Horror,06-09-05,06-09-05,1,Rotten,20,5,23,17647
Hellraiser III: Hell on Earth,R,Horror,11-09-92,06-25-01,98,Rotten,41,17,35,42548
Hellraiser: Judgment,NR,Horror,,02-13-18,81,Rotten,50,8,26,249
Helter Skelter,NR,"Drama, Television",01-04-76,04-20-04,194,Fresh,100,11,74,2745
Helvetica,NR,"Documentary, Musical , Performing Arts, Special Interest",08-05-07,11-20-07,80,Fresh,88,17,80,6345
Hemingway & Gellhorn,R,"Drama, Romance",,02-04-13,155,Rotten,50,10,41,1056
Henri Langlois: The Phantom of the Cinematheque,NR,"Art House , International, Documentary, Special Interest, Television",09-09-04,08-15-06,212,Fresh,93,14,91,488
Henry: Portrait of a Serial Killer,NC17,"Drama, Horror, Mystery , Suspense",09-24-86,11-17-98,90,Certified Fresh,87,61,71,11584
Henry Fool,R,"Art House , International, Comedy",06-19-98,12-16-03,137,Fresh,90,29,82,5524
Henry Poole Is Here,PG,"Comedy, Drama",08-15-08,01-20-09,100,Rotten,39,99,52,9428
Henry V (The Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France),NR,"Action , Adventure, Art House , International, Classics, Drama, Kids , Family",06-17-46,06-22-99,136,Fresh,100,25,76,4076
Henry's Crime,R,Comedy,08-04-11,08-23-11,108,Rotten,41,54,25,6811
Her,R,"Drama, Science Fiction , Fantasy, Special Interest, Romance",12-18-13,05-13-14,126,Certified Fresh,94,270,82,100892
Her Alibi,PG,"Comedy, Drama",03-02-89,10-11-98,95,Rotten,14,22,43,6901
Herb & Dorothy,NR,"Documentary, Musical , Performing Arts, Special Interest",01-20-08,12-15-09,85,Fresh,96,28,82,732
Wild Grass (Les Herbes Folles),PG,"Art House , International, Comedy, Drama, Special Interest",06-25-10,10-26-10,104,Fresh,67,89,37,1462
Herbie: Fully Loaded,G,"Comedy, Kids , Family",06-22-05,10-25-05,100,Rotten,41,142,39,135942
Herbie Goes Bananas,G,"Action , Adventure, Comedy, Kids , Family",01-01-80,04-05-04,93,Rotten,40,5,37,20670
Herbie Goes to Monte Carlo,G,"Action , Adventure, Comedy, Kids , Family",06-24-77,04-05-04,105,Fresh,60,10,57,13584
Herbie Hancock: Possibilities,PG,"Documentary, Musical , Performing Arts",04-14-06,04-18-06,90,Rotten,30,10,65,78
Herbie Rides Again,G,"Action , Adventure, Comedy, Kids , Family",06-06-74,04-05-04,88,Fresh,80,5,53,25749
Hercules,G,"Animation, Kids , Family, Science Fiction , Fantasy",06-15-97,09-11-99,93,Certified Fresh,84,55,76,388724
Hercules in New York,G,"Action , Adventure, Classics, Comedy, Kids , Family, Science Fiction , Fantasy",01-06-75,10-24-00,92,Rotten,17,6,27,8062
Hercules in the Haunted World,NR,"Action , Adventure, Art House , International, Science Fiction , Fantasy",11-16-61,06-08-02,91,Rotten,57,7,55,751
Hercules,PG-13,"Action , Adventure, Science Fiction , Fantasy",07-25-14,04-11-14,99,Rotten,57,117,48,102500
Here,NR,Drama,04-13-12,07-17-12,120,Fresh,71,14,49,3505
Here and There,NR,"Art House , International, Comedy, Drama",05-14-10,07-13-10,90,Fresh,67,12,67,244
Here Comes Mr. Jordan,NR,"Classics, Comedy, Science Fiction , Fantasy, Romance",01-01-41,06-02-07,93,Fresh,100,19,83,1108
Here Comes the Boom,PG,"Action , Adventure, Comedy",12-10-12,05-02-13,105,Rotten,40,95,65,60628
Here Comes the Devil,R,"Horror, Mystery , Suspense",12-13-13,03-18-14,98,Rotten,46,26,31,3834
Here Comes the Groom,NR,"Classics, Comedy, Musical , Performing Arts, Romance",08-20-51,06-29-04,114,Fresh,60,5,74,168
Here on Earth,PG-13,"Drama, Romance",03-24-00,09-01-01,96,Rotten,17,69,61,20255
Hereafter,PG-13,"Drama, Mystery , Suspense",10-22-10,03-15-11,126,Rotten,47,232,38,67213
Hereditary,R,"Drama, Horror",08-06-18,04-09-18,127,Certified Fresh,89,353,66,11749
Herman's House,NR,"Documentary, Special Interest",04-19-13,08-07-13,80,Fresh,88,16,72,348
Hermia & Helena,NR,"Art House , International, Comedy, Drama",05-26-17,10-31-17,87,Fresh,84,25,33,123
Hero,PG-13,"Action , Adventure, Art House , International, Classics, Drama",08-27-04,11-30-04,122,Certified Fresh,95,205,87,249339
Hero and the Terror,R,"Action , Adventure, Mystery , Suspense",08-26-88,04-06-02,96,Rotten,0,6,37,4174
Herschell Gordon Lewis: The Godfather of Gore,NR,"Documentary, Television, Sports , Fitness",,01-17-12,60,Fresh,60,5,57,42
He's Just Not That Into You,PG-13,"Comedy, Drama, Romance",06-02-09,02-06-09,127,Rotten,41,165,59,433978
He's Way More Famous Than You,PG-13,Comedy,10-05-13,09-23-13,96,Rotten,40,10,46,222
Hesher,R,Drama,05-13-11,09-13-11,105,Rotten,53,72,61,19543
Hester Street,PG,"Classics, Drama, Romance",01-05-75,12-21-04,90,Fresh,75,16,64,579
Hexed,R,Comedy,,05-07-05,90,Rotten,9,11,36,1254
Hey Arnold! The Movie,PG,"Animation, Comedy, Kids , Family, Special Interest",06-28-02,12-31-02,76,Rotten,29,78,36,14602
Hey Bartender,NR,"Documentary, Special Interest",07-06-13,04-11-13,92,Fresh,63,19,63,186
"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",NR,"Documentary, Special Interest",05-13-11,07-18-11,82,Fresh,77,31,81,274
Hey Happy!,NR,"Art House , International, Comedy, Science Fiction , Fantasy, Gay , Lesbian",01-27-01,10-14-03,75,Rotten,38,13,50,75
Hey Hey It's Esther Blueburger,PG-13,"Comedy, Drama, Musical , Performing Arts",03-20-08,12-04-05,101,Rotten,50,6,55,739
Hick,R,Drama,11-05-12,08-14-12,95,Rotten,5,22,36,6651
Hickey & Boggs,PG,"Action , Adventure, Drama, Mystery , Suspense",01-01-00,05-25-04,111,Fresh,60,5,57,270
Hickok,NR,Western,07-07-17,08-15-17,88,Rotten,57,7,18,157
Hidalgo,PG-13,"Action , Adventure",05-03-04,03-08-04,135,Rotten,46,164,64,130407
The Hidden,R,"Action , Adventure, Horror, Science Fiction , Fantasy",10-30-87,05-21-97,96,Fresh,76,25,72,5639
The Hidden Blade,R,"Action , Adventure, Art House , International, Drama",06-23-06,08-08-06,131,Fresh,84,32,84,19070
Hidden Figures,PG,Drama,06-01-17,11-04-17,127,Certified Fresh,93,304,93,58106
Hide,R,"Action , Adventure, Drama, Horror, Mystery , Suspense",12-17-08,06-30-09,90,Fresh,83,12,51,310
Hide Away (A Year in Mooring),PG-13,Drama,05-25-12,08-21-12,83,Rotten,42,12,35,231
Hideous Kinky,R,Drama,01-06-98,10-26-99,97,Fresh,65,52,60,7805
Hiding Out,PG-13,"Comedy, Mystery , Suspense",06-11-87,09-10-01,99,Rotten,33,6,70,2957
High Tension (Switchblade Romance),R,"Art House , International, Drama, Horror",10-06-05,11-10-05,85,Rotten,40,132,67,48522
High and Low (Tengoku to jigoku),NR,Drama,11-26-63,10-13-98,143,Fresh,94,17,96,8315
The High and the Mighty,NR,"Action , Adventure, Classics, Drama",05-27-54,02-08-05,147,Rotten,25,8,60,3547
High Anxiety,PG,"Comedy, Mystery , Suspense",12-25-77,04-04-06,94,Fresh,72,29,68,15254
High Art,R,"Drama, Romance",12-06-98,07-27-04,105,Fresh,73,45,77,8113
High Crimes,PG-13,"Drama, Mystery , Suspense",05-04-02,08-27-02,115,Rotten,31,133,50,38854
High Ground,NR,"Documentary, Special Interest",02-11-12,06-11-12,91,Fresh,100,8,74,295
High Heels and Lowlifes,R,"Action , Adventure, Comedy, Drama",10-26-01,09-04-02,85,Rotten,20,30,49,3949
High Life,R,"Action , Adventure, Art House , International, Science Fiction , Fantasy",05-04-19,06-25-19,110,Certified Fresh,83,208,42,725
High Plains Drifter,R,"Classics, Drama, Western",08-22-73,02-24-98,105,Fresh,96,26,86,35895
High-Rise,R,"Action , Adventure, Art House , International, Drama, Science Fiction , Fantasy",05-13-16,02-08-16,112,Rotten,59,213,36,11986
High School High,PG-13,Comedy,10-25-96,03-31-98,86,Rotten,19,16,37,36187
High School Musical,G,"Comedy, Drama, Musical , Performing Arts",01-20-06,05-23-06,98,Fresh,63,19,74,470889
High School Musical 2,G,"Comedy, Kids , Family, Musical , Performing Arts",08-17-07,11-12-07,120,Fresh,82,22,72,303399
High Sierra,NR,"Classics, Drama, Mystery , Suspense",01-25-41,04-11-03,96,Fresh,95,19,77,5724
High Society,G,"Classics, Comedy, Musical , Performing Arts, Romance",01-01-56,04-22-03,110,Fresh,81,16,83,11456
High Spirits,PG-13,"Comedy, Science Fiction , Fantasy",11-18-88,04-06-02,99,Rotten,29,14,59,7429
High Strung,PG,"Drama, Musical , Performing Arts, Romance",08-04-16,02-08-16,97,Fresh,75,8,64,861
Higher Ground,R,Drama,08-26-11,09-01-12,109,Certified Fresh,81,91,62,2758
Higher Learning,R,Drama,01-06-94,03-07-01,126,Rotten,45,40,74,20706
Highlander,R,"Action , Adventure, Science Fiction , Fantasy",07-03-86,03-15-00,120,Fresh,69,35,79,135281
Highlander 2: The Quickening,R,"Action , Adventure, Science Fiction , Fantasy",01-11-91,11-11-97,90,Rotten,0,23,23,52979
Highlander III: The Sorcerer (Highlander: The Final Dimension),R,"Action , Adventure, Science Fiction , Fantasy, Television",01-06-93,06-16-98,99,Rotten,5,20,28,39147
Highlander: Endgame,R,"Action , Adventure, Science Fiction , Fantasy",01-09-00,02-20-01,85,Rotten,11,54,38,46328
Highwater,PG-13,"Documentary, Sports , Fitness",08-27-10,12-04-11,91,Rotten,43,14,74,991
Hilary and Jackie,R,Drama,12-30-98,07-20-99,120,Certified Fresh,88,58,83,6573
Hi-Life,R,"Comedy, Romance",11-27-98,01-20-99,90,Fresh,83,6,23,1173
Hillary's America: The Secret History of the Democratic Party,PG-13,Documentary,07-15-16,11-10-16,100,Rotten,4,28,80,13761
The Hills Have Eyes,R,"Drama, Horror, Mystery , Suspense",10-03-06,04-03-08,95,Rotten,52,141,58,392504
The Hills Have Eyes 2,R,Horror,03-23-07,07-17-07,90,Rotten,12,67,40,444137
"The Hills Have Eyes, Part 2",R,Horror,12-09-85,03-09-02,86,Rotten,0,7,20,10913
Hillsong - Let Hope Rise,PG,"Documentary, Kids , Family",09-16-16,12-20-16,103,Fresh,60,10,79,4412
Himalaya (L'Enfance d'un Chef) (Caravan),G,"Action , Adventure, Art House , International, Drama",12-15-99,05-03-02,109,Certified Fresh,89,53,91,2997
Himizu,NR,Drama,01-21-13,10-13-14,129,Fresh,95,22,73,408
The Hip Hop Project,PG-13,"Documentary, Musical , Performing Arts, Special Interest",04-27-06,05-01-10,88,Rotten,58,38,67,2580
Hipsters,NR,"Art House , International, Drama, Musical , Performing Arts, Romance",10-28-11,02-19-13,125,Fresh,80,25,90,544
Hiroshima Mon Amour,NR,"Drama, Romance",05-16-60,06-24-03,88,Fresh,97,35,89,9983
The Golden Compass,PG-13,"Action , Adventure, Drama, Science Fiction , Fantasy",07-12-07,04-29-08,113,Rotten,42,194,51,350530
His Girl Friday,PG,"Classics, Comedy, Drama",01-18-40,12-28-04,92,Certified Fresh,98,49,90,24213
Historias que so existem quando lembradas (Found Memories),NR,"Documentary, Drama",01-06-12,05-02-15,98,Fresh,90,10,73,307
The History Boys,R,"Comedy, Drama",11-21-06,04-17-07,113,Fresh,66,105,70,35447
A History of Violence,R,"Action , Adventure, Drama, Mystery , Suspense",09-30-05,03-14-06,96,Certified Fresh,87,213,76,279917
Hit & Run,R,"Action , Adventure, Comedy, Romance",08-22-12,08-01-13,100,Rotten,49,134,49,30716
Hit and Runway,R,"Art House , International, Comedy",04-17-99,07-30-02,110,Rotten,32,34,17,108
Hit By Lightning,NR,"Comedy, Romance",10-31-14,04-21-15,90,Rotten,11,9,19,196
Hit So Hard,NR,"Documentary, Musical , Performing Arts",04-13-12,05-06-12,101,Fresh,66,38,72,334
Hitch,PG-13,"Comedy, Romance",11-02-05,06-14-05,120,Fresh,68,183,62,32624083
Hitchcock,PG-13,Drama,11-23-12,12-03-13,98,Fresh,60,213,60,29217
Hitchcock/Truffaut,PG-13,Documentary,02-12-15,12-30-16,80,Certified Fresh,96,117,76,6097
